,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
398,"@fjcovarru @MientrasEnLaUDI Me imaginé puros Chechos Hirane , Emeterios Ureta, y Kikes Morandé pasando por la parada. Dignos y esforzados héroes patriotas, tomando teta de la Maldonado.",True,False,False,"Not about Jews, Kikes seems to be a Southern American name",2,False,3,False,False,13
399,Guarantee if Israel was run by a left wing party the entire Trump cult would be calling us kikes to our faces instead of just behind our backs,True,True,False,Calling out alleged antisemitism and maintains neutral language about Israel,1,False,3,True,False,13
400,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Repost,1,False,3,True,False,13
401,"@nayett Me disculpan pero el cuento es que un locutor queria q kikes tortas le regalara una torta a cambio de publicidad, como el señor no pudo o no estuvo de acuerdo, dicho \periodista\ porque nisiquiera fue que estudio empezo a dañar la imagen del negocio",True,False,False,"Non-English tweet, seems like a name and not a slur",2,False,3,False,False,13
402,Where are the esoteric kikes? I wanna kill you,True,True,False,No comments.,5,False,1,False,False,1
403,"The “minion of white supremacists” educating, empowering and ARMING the “niggers, chinks, kikes, and wetbacks” Cool story bro.\n😂😂😂😂 #SlursAreThereOnPurpose  #ImTheWorstMinionOfAllTime https://t.co/LOJiSkpJf0",False,False,False,"Deleted tweet, has no info.",3,False,3,False,False,13
404,Man I sure hope that turns around kikes season #SparkIt,True,True,False,"Baseball nickname, not related to Jews",1,False,3,False,False,13
405,#goodmorning #BuenosDias #bonjour\nhttps://t.co/6UOSZHg80B \n@new_gaywanking @PornstarsBrasil @Pornstarboyss \n@NickFittXXX @kikesorroche @MavericAtlanta @jess_crunchboy @AngelBradyPR https://t.co/jiIb33b9wd,True,True,False,Not related to Jews but contains explicit nude imagery,1,False,3,False,False,13
406,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Reposted tweet,1,False,3,False,False,13
407,And Jews (or ‘kikes’ as your dapper Nazi prefers to call us) https://t.co/3OkKhYDOS4,True,True,True,Sarcastically calling out antisemitism,1,False,3,True,False,13
408,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Repost,1,False,3,True,False,13
409,"Sus kikes lsdkañfjlslf
Kikes: dientitos

ANGELA MEMORIES https://t.co/iqbWkJqsef",True,False,False,"Non-English, doesn't relate to Jews",1,False,3,False,False,13
410,"Salam alaikoum youma gadi nhadlou djazj mhammar m3a mrak ou apres gadi hadlou kikes dyal sfouf ,yallah bismillah louwel gadi nsiyeb wahed charmilla wahra fok djazja oun siybou fel faran https://t.co/7tf2637XeH",True,False,False,Repost,2,False,3,False,False,13
411,"Se llama Kikesito, porque tiene huevo Kikes y quesito... JAJAJAJAJAJAJA cada vez te amo mas @oficialHASSAM #MasterChefCelebrity #MasterChefCelebrityCo",True,False,False,Not in English - translation suggests no relation to Jews,2,False,3,False,False,13
412,🌟 BREAKING NEWS!!! #Syria The desperate state of kikes sadly will be the lack of Jobs and Growth rawr Bad ! 🏈 ⬇ 🚂 🚠 💏 ⏬ 🇮🇹 ❤ 🐪 🚩 🐬 🎽,True,True,False,"Single word of kikes, generated by a twitter bot that seems to make up sentences. Probably antisemitic due to the use of a slur",4,False,2,False,False,0
413,"ANJINHOS....
VAMOS AJUDAR A NOSSA MANA A CONSEGUIR 1800 RT e 2000 KIKES NESTE POST FIXADO.
É ATÉ DIA 17 DE DEZEMBRO PARA CONSEGUIR.
DEÊM RT NEST POST PARA QUE MAIS AMIGOS POSSAM AJUDAR..
OBRIGADA ANJINHOS!!!❤️❤️
@princshsk 
https://t.co/iECxAYz0SL",False,False,False,Deleted twitt,3,False,3,False,False,13
414,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Repost,1,False,3,False,False,13
415,RT Mondoweiss \Anti-semitism used to mean job discrimination and stigmatization of Jews as \kikes\. Today the definition has shifted to mean any criticism of Israel because Israel supporters must do anything they can to prevent #BDS from entering the… https://t.co/o03QFwdbTD\,True,True,False,The first portion gives information. The second part talks about BDS which applies double standard and therefore is antisemitic.,4,False,3,False,False,8
416,"that called out the * directly in a veiled way, in which he clearly called them kikes (in the original cuts you can't find anymore, that's where the word \kike\ is from, ) and that was the end, before he could make a comeback they killed him and blamed it on drugs.",True,True,False,Classic antisemitism tropes,5,False,1,False,False,0
417,@GiladAtzmon @TOOEdit Kikes are absolutely filthy,True,True,True,No comments.,5,False,1,False,True,2
418,".@NEMIRNEMS annonce la sortie de son 1er album sur lequel il invite @nekfeu, @AlphonsoTheDon, @SPRINOIR, @GROSMO66 et @KikesaOff !\n\n📅 : 06/09/2019\n\n https://t.co/rc4B24FkQU",False,False,False,Deleted tweet,3,False,3,False,False,13
419,"🏤 Nowadays, #randum The influence of kikes arguably will be (((THEM))) rawr Won't hear this on mainstream media! :( 🈳 🍁 🌾 🚞 🎽 🐸 🐱 🌋 🌟 🐈 🙆",True,True,True,"Generated by a bot as a meme. However, uses a slur word so it is probably antisemitic",4,False,2,False,False,0
420,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Repost,1,False,3,False,False,13
421,"Le llaman calle, le llaman el de-sa-pare-cido... La biografía de Manu Chao, por dos Kikes que le conocen: \lo más apasionante del libro fue intentar situar a Manu en un lugar concreto a lo largo del tiempo. Estaba en todas partes\. @KikeSuarezBabas y @turrones_music https://t.co/PPRNUoCc2O",True,False,False,South American Name,1,False,3,False,False,13
422,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Repost,1,False,3,True,False,13
423,🈵   #lol The media's love affair with kikes perhaps is indicative of the alt-right ? Fad :) 🌈 🆗 👤 🔵 🏦 💗 🔴 👣 🐰 👖 🏣 💇,True,True,True,Generated as a meme by a bot. Uses slurs so probably is antisemitic,4,False,2,False,False,0
424,@haileyyyyy05 Kikes bobble head collection 😂,True,True,False,Dodgers' Baseball player,1,False,3,False,False,13
425,🙊 I bet #randum The media's slanted view of kikes mind-blowingly was due to cuckolds :) Mad ? 💘 🌕 👉 👀 🍁 🚕 🐻 ® 👈 🔂 ⛵ ⛲,True,True,True,Generated by a bot as a meme. Uses slurs so is probably antisemitic,4,False,2,False,False,0
426,Ethno nationalism is only considered ok when kikes do it. https://t.co/bbwr7zFNlN,True,True,True,Targeting a specific Jew with hate speech and racist caricatures.,5,False,1,False,False,0
427,"Day 17

Fuck Israel 

Kikes lol",True,True,False,Pure hate,5,False,1,False,False,11
428,"“They’re f**king Kikes ...they are f**king octoroons ... my ancestors f**king enslaved them.” \n\nThis is the Nazi that Trump defended by saying “fine people on both sides”\n\nThis is what Richard Spencer and Steve Bannon &amp; Co really think about Blacks, Jews, and minorities. https://t.co/RhckxTf6sX",True,True,False,No comments.,1,False,3,True,False,13
429,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Repost,1,False,3,False,False,13
430,"@smyltr Ironic they’ll factionalized you derogatorily like they did with Jews calling them Kikes and yet call you fascists.
I call them Thengas and Khatmals for being sore losers and going about destroying the system they live off of in the name of protest @shaels @Iyervval",False,False,False,Deleted tweet,3,False,3,False,False,13
431,"So, the far-right guy who got thrown out of @bauermedia for hate speech against LGBTs (\should be shot at\) and Jews (\kikes\), will now write for @ringier_ag  @axelspringer_EN Fakt (Polish Bild clone) &amp; https://t.co/LZ5bQc0TMy\nhttps://t.co/pNGcZe94RE\n\nComments, @stefanieburgert?",True,True,False,No comments.,1,False,3,True,False,13
432,#goodmorning #BuenosDias #bonjour\nhttps://t.co/6UOSZHg80B \n@new_gaywanking @PornstarsBrasil @Pornstarboyss \n@NickFittXXX @kikesorroche @MavericAtlanta @jess_crunchboy @AngelBradyPR https://t.co/jiIb33b9wd,False,False,False,Deleted tweet,3,False,3,False,False,13
433,"Salam alaikoum youma gadi nhadlou djazj mhammar m3a mrak ou apres gadi hadlou kikes dyal sfouf ,yallah bismillah louwel gadi nsiyeb wahed charmilla wahra fok djazja oun siybou fel faran https://t.co/7tf2637XeH",True,False,False,Not in English - translation suggests no relation to Jews,2,False,3,False,False,13
434,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Repost,1,False,3,False,False,13
435,@rayyinday @TheAmazingTatsu fuck kikes,True,True,False,Hateful tweet,5,False,1,False,False,0
436,"Salam alaikoum youma gadi nhadlou djazj mhammar m3a mrak ou apres gadi hadlou kikes dyal sfouf ,yallah bismillah louwel gadi nsiyeb wahed charmilla wahra fok djazja oun siybou fel faran https://t.co/7tf2637XeH",True,False,False,Repost,1,False,3,False,False,13
437,"Totalmente de acuerdo, @drhuerta . Por eso, en declaraciones a @canalN_ esta mañana, así como a @RPPNoticias con @kikesitov67 y @aleja_puente , señalé que la decisión, además de inoportuna, es nada profesional https://t.co/srceueA4c3",True,False,False,Spanish,1,False,3,False,False,13
438,"whom the same instant destruction, when water kikes, who blameless retreats. - @thePoeticRobot",True,True,False,Bot that uses no filters on slur words,4,False,2,False,False,0
439,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Repost,1,False,3,True,False,13
440,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Repost,1,False,3,True,False,13
441,Los Kikes festejando su cumpleaños 🥳❤️‼️ #saltillo #saraperosporrcg #arteaga #ramosarizpe #deporte #beisbol #coahuila https://t.co/xtiGBG6YlO,True,True,False,"Non-English, baseball themed",1,False,3,False,False,13
442,@ssanchez_00 🤣kikes your bff tho no puedes devolverlo,True,True,False,"Only half English, no relation to Jews",1,False,3,False,False,13
